datetime_UTC,u,v
2022-02-21 10:40:00,-0.1918,-0.0725
2022-02-21 10:50:00,-0.2197,-0.1038
2022-02-21 11:00:00,-0.23,-0.0874
2022-02-21 11:10:00,-0.2602,-0.1137
2022-02-21 11:20:00,-0.2082,-0.1173
2022-02-21 11:30:00,-0.1807,-0.258
2022-02-21 11:40:00,-0.2673,-0.1935
2022-02-21 11:50:00,-0.3487,-0.3031
2022-02-21 12:00:00,-0.3019,-0.3215
2022-02-21 12:10:00,-0.2651,-0.2362
2022-02-21 12:20:00,-0.2808,-0.2619
2022-02-21 12:30:00,-0.2511,-0.2919
2022-02-21 12:40:00,-0.2952,-0.2802
2022-02-21 12:50:00,-0.2977,-0.3401
2022-02-21 13:00:00,-0.2456,-0.3456
2022-02-21 13:10:00,-0.2611,-0.3554
2022-02-21 13:20:00,-0.3117,-0.3961
2022-02-21 13:30:00,-0.3142,-0.4293
2022-02-21 13:40:00,-0.2508,-0.4045
2022-02-21 13:50:00,-0.2205,-0.4218
2022-02-21 14:00:00,-0.2504,-0.4235
2022-02-21 14:10:00,-0.1488,-0.4321
2022-02-21 14:20:00,-0.1385,-0.4313
2022-02-21 14:30:00,-0.1407,-0.418
2022-02-21 14:40:00,-0.1152,-0.3326
2022-02-21 14:50:00,-0.1238,-0.2388
2022-02-21 15:00:00,-0.1165,-0.0992
2022-02-21 15:10:00,-0.0842,0.0219
2022-02-21 15:20:00,-0.1037,0.0584
2022-02-21 15:30:00,-0.0922,0.0903
2022-02-21 15:40:00,-0.1103,0.1333
2022-02-21 15:50:00,-0.0923,0.2008
2022-02-21 16:00:00,-0.0443,0.3038
2022-02-21 16:10:00,0.083,0.4524
2022-02-21 16:20:00,0.1859,0.5431
2022-02-21 16:30:00,0.2352,0.7416
2022-02-21 16:40:00,0.1506,0.9096
2022-02-21 16:50:00,0.0868,1.0554
2022-02-21 17:00:00,0.2349,1.1544
2022-02-21 17:10:00,0.2412,1.2886
2022-02-21 17:20:00,0.2528,1.3912
2022-02-21 17:30:00,0.2011,1.4683
2022-02-21 17:40:00,0.1994,1.4009
2022-02-21 17:50:00,0.2748,1.2604
2022-02-21 18:00:00,0.2695,1.2789
2022-02-21 18:10:00,0.2012,1.2155
2022-02-21 18:20:00,0.1321,1.1243
2022-02-21 18:30:00,0.1574,0.9936
2022-02-21 18:40:00,0.1917,0.9509
2022-02-21 18:50:00,0.1758,0.9305
2022-02-21 19:00:00,0.1596,0.905
2022-02-21 19:10:00,0.1272,0.8718
2022-02-21 19:20:00,0.0758,0.8496
2022-02-21 19:30:00,0.0626,0.7614
2022-02-21 19:40:00,0.0216,0.6887
2022-02-21 19:50:00,0.0142,0.6268
2022-02-21 20:00:00,0.0191,0.5757
2022-02-21 20:10:00,-0.0172,0.5467
2022-02-21 20:20:00,-0.0438,0.4388
2022-02-21 20:30:00,-0.0652,0.3774
2022-02-21 20:40:00,0.0605,0.3295
2022-02-21 20:50:00,-0.0085,0.2128
2022-02-21 21:00:00,-0.0674,0.0869
2022-02-21 21:10:00,-0.0748,0.1064
2022-02-21 21:20:00,-0.1799,-0.094
2022-02-21 21:30:00,-0.2463,-0.1731
2022-02-21 21:40:00,-0.2594,-0.1991
2022-02-21 21:50:00,-0.2784,-0.2587
2022-02-21 22:00:00,-0.2878,-0.3778
2022-02-21 22:10:00,-0.2146,-0.4439
2022-02-21 22:20:00,-0.1999,-0.5049
2022-02-21 22:30:00,-0.3763,-0.5772
2022-02-21 22:40:00,-0.4593,-0.6708
2022-02-21 22:50:00,-0.4347,-0.7012
2022-02-21 23:00:00,-0.4584,-0.7086
2022-02-21 23:10:00,-0.2598,-0.7376
2022-02-21 23:20:00,-0.3152,-0.8803
2022-02-21 23:30:00,-0.2871,-0.8835
2022-02-21 23:40:00,-0.3073,-0.9401
2022-02-21 23:50:00,-0.3331,-0.9408
2022-02-22 00:00:00,-0.4206,-0.9402
2022-02-22 00:10:00,-0.4023,-0.9297
2022-02-22 00:20:00,-0.362,-0.8827
2022-02-22 00:30:00,-0.3963,-0.8656
2022-02-22 00:40:00,-0.4256,-0.8246
2022-02-22 00:50:00,-0.4427,-0.7824
2022-02-22 01:00:00,-0.4109,-0.7996
2022-02-22 01:10:00,-0.3922,-0.7631
2022-02-22 01:20:00,-0.3414,-0.67
2022-02-22 01:30:00,-0.331,-0.6908
2022-02-22 01:40:00,-0.3215,-0.6864
2022-02-22 01:50:00,-0.2766,-0.6777
2022-02-22 02:00:00,-0.3272,-0.6052
2022-02-22 02:10:00,-0.3315,-0.5811
2022-02-22 02:20:00,-0.3034,-0.5635
2022-02-22 02:30:00,-0.2514,-0.5415
2022-02-22 02:40:00,-0.2533,-0.5384
2022-02-22 02:50:00,-0.2213,-0.4948
2022-02-22 03:00:00,-0.1895,-0.4257
2022-02-22 03:10:00,-0.2371,-0.3515
2022-02-22 03:20:00,-0.1905,-0.3676
2022-02-22 03:30:00,-0.2329,-0.3531
2022-02-22 03:40:00,-0.2281,-0.3027
2022-02-22 03:50:00,-0.2418,-0.2418
2022-02-22 04:00:00,-0.1841,-0.1735
2022-02-22 04:10:00,-0.1748,-0.0208
2022-02-22 04:20:00,-0.1047,0.0084
2022-02-22 04:30:00,-0.0795,0.1128
2022-02-22 04:40:00,-0.048,0.1589
2022-02-22 04:50:00,0.0019,0.355
2022-02-22 05:00:00,-0.0437,0.4378
2022-02-22 05:10:00,0.0618,0.5032
2022-02-22 05:20:00,0.2008,0.6108
2022-02-22 05:30:00,0.1897,0.7607
2022-02-22 05:40:00,0.1847,0.8921
2022-02-22 05:50:00,0.1565,0.9157
2022-02-22 06:00:00,0.1325,1.0345
2022-02-22 06:10:00,0.1465,1.0296
2022-02-22 06:20:00,0.1343,1.0343
2022-02-22 06:30:00,0.1227,0.9995
2022-02-22 06:40:00,0.114,0.9854
2022-02-22 06:50:00,0.1302,0.9501
2022-02-22 07:00:00,0.1351,0.9262
2022-02-22 07:10:00,0.1322,0.8741
2022-02-22 07:20:00,0.1096,0.8217
2022-02-22 07:30:00,0.087,0.8013
2022-02-22 07:40:00,0.0508,0.7854
2022-02-22 07:50:00,0.0139,0.7239
2022-02-22 08:00:00,-0.0097,0.6929
2022-02-22 08:10:00,-0.0116,0.6639
2022-02-22 08:20:00,0.0035,0.666
2022-02-22 08:30:00,-0.0024,0.687
2022-02-22 08:40:00,0.0081,0.664
2022-02-22 08:50:00,0.0282,0.6214
2022-02-22 09:00:00,0.052,0.5947
2022-02-22 09:10:00,0.0285,0.5433
2022-02-22 09:20:00,0.0111,0.5279
2022-02-22 09:30:00,-0.0049,0.472
2022-02-22 09:40:00,-0.0453,0.4387
2022-02-22 09:50:00,-0.0936,0.3445
2022-02-22 10:00:00,-0.1309,0.3084
2022-02-22 10:10:00,-0.1613,0.2541
2022-02-22 10:20:00,-0.1712,0.1997
2022-02-22 10:30:00,-0.1175,0.1467
2022-02-22 10:40:00,-0.1517,0.0441
2022-02-22 10:50:00,-0.1751,-0.1213
2022-02-22 11:00:00,-0.1165,-0.1169
2022-02-22 11:10:00,-0.103,-0.219
2022-02-22 11:20:00,-0.1,-0.3333
2022-02-22 11:30:00,-0.1105,-0.373
2022-02-22 11:40:00,-0.1394,-0.4142
2022-02-22 11:50:00,-0.1701,-0.4252
2022-02-22 12:00:00,-0.145,-0.4544
2022-02-22 12:10:00,-0.0582,-0.4422
2022-02-22 12:20:00,-0.0965,-0.4426
2022-02-22 12:30:00,-0.1245,-0.4615
2022-02-22 12:40:00,-0.1354,-0.4218
2022-02-22 12:50:00,-0.0301,-0.3908
2022-02-22 13:00:00,-0.0142,-0.4058
2022-02-22 13:10:00,-0.0551,-0.3689
2022-02-22 13:20:00,0.0332,-0.4317
2022-02-22 13:30:00,-0.0378,-0.4594
2022-02-22 13:40:00,-0.0756,-0.4942
2022-02-22 13:50:00,-0.1152,-0.436
2022-02-22 14:00:00,-0.1566,-0.4144
2022-02-22 14:10:00,-0.1552,-0.3784
2022-02-22 14:20:00,-0.1409,-0.2851
2022-02-22 14:30:00,-0.1271,-0.2473
2022-02-22 14:40:00,-0.0937,-0.2307
2022-02-22 14:50:00,-0.0633,-0.2097
2022-02-22 15:00:00,-0.0546,-0.2706
2022-02-22 15:10:00,-0.0801,-0.262
2022-02-22 15:20:00,-0.0825,-0.2126
2022-02-22 15:30:00,-0.0737,-0.1272
2022-02-22 15:40:00,-0.0729,-0.0561
2022-02-22 15:50:00,-0.0846,-0.057
2022-02-22 16:00:00,-0.0337,0.0094
2022-02-22 16:10:00,-0.0321,0.0519
2022-02-22 16:20:00,-0.0548,0.109
2022-02-22 16:30:00,-0.0263,0.2114
2022-02-22 16:40:00,0.013,0.3237
2022-02-22 16:50:00,0.0636,0.4253
2022-02-22 17:00:00,0.1038,0.6204
2022-02-22 17:10:00,0.1589,0.833
2022-02-22 17:20:00,0.2306,1.0151
2022-02-22 17:30:00,0.2482,1.0583
2022-02-22 17:40:00,0.2065,1.0723
2022-02-22 17:50:00,0.214,1.081
2022-02-22 18:00:00,0.248,1.1373
2022-02-22 18:10:00,0.2213,1.1713
2022-02-22 18:20:00,0.2269,1.1672
2022-02-22 18:30:00,0.1742,1.1519
2022-02-22 18:40:00,0.1626,1.1718
2022-02-22 18:50:00,0.1185,1.1087
2022-02-22 19:00:00,0.143,1.0574
2022-02-22 19:10:00,0.0949,1.0226
2022-02-22 19:20:00,0.0897,0.9488
2022-02-22 19:30:00,0.1627,0.878
2022-02-22 19:40:00,0.163,0.8546
2022-02-22 19:50:00,0.0916,0.8038
2022-02-22 20:00:00,0.0649,0.7733
2022-02-22 20:10:00,0.0543,0.7581
2022-02-22 20:20:00,0.0621,0.7103
2022-02-22 20:30:00,0.0381,0.5888
2022-02-22 20:40:00,0.0472,0.5741
2022-02-22 20:50:00,0.0614,0.4861
2022-02-22 21:00:00,0.0588,0.5891
2022-02-22 21:10:00,0.0168,0.5077
2022-02-22 21:20:00,0.0319,0.4569
2022-02-22 21:30:00,0.0037,0.352
2022-02-22 21:40:00,-0.0553,0.2745
2022-02-22 21:50:00,-0.0716,0.208
2022-02-22 22:00:00,-0.0443,0.1776
2022-02-22 22:10:00,-0.0351,0.152
2022-02-22 22:20:00,-0.0594,0.1442
2022-02-22 22:30:00,-0.1035,0.0972
2022-02-22 22:40:00,-0.095,0.047
2022-02-22 22:50:00,-0.2361,-0.0726
2022-02-22 23:00:00,-0.2326,-0.137
2022-02-22 23:10:00,-0.1886,-0.1263
2022-02-22 23:20:00,-0.1747,-0.1646
2022-02-22 23:30:00,-0.1957,-0.2365
2022-02-22 23:40:00,-0.1633,-0.3739
2022-02-22 23:50:00,-0.1491,-0.4615
2022-02-23 00:00:00,-0.1048,-0.5195
2022-02-23 00:10:00,-0.1156,-0.5684
2022-02-23 00:20:00,-0.2512,-0.6006
2022-02-23 00:30:00,-0.3208,-0.6188
2022-02-23 00:40:00,-0.3154,-0.6495
2022-02-23 00:50:00,-0.3114,-0.6558
2022-02-23 01:00:00,-0.281,-0.64
2022-02-23 01:10:00,-0.2211,-0.6494
2022-02-23 01:20:00,-0.2112,-0.6579
2022-02-23 01:30:00,-0.2171,-0.6413
2022-02-23 01:40:00,-0.1864,-0.6415
2022-02-23 01:50:00,-0.2008,-0.6329
2022-02-23 02:00:00,-0.2003,-0.6352
2022-02-23 02:10:00,-0.1931,-0.6645
2022-02-23 02:20:00,-0.175,-0.6767
2022-02-23 02:30:00,-0.1961,-0.6145
2022-02-23 02:40:00,-0.1654,-0.6048
2022-02-23 02:50:00,-0.1541,-0.6047
2022-02-23 03:00:00,-0.1517,-0.5546
2022-02-23 03:10:00,-0.1112,-0.5233
2022-02-23 03:20:00,-0.1168,-0.4687
2022-02-23 03:30:00,-0.1263,-0.4183
2022-02-23 03:40:00,-0.1319,-0.335
2022-02-23 03:50:00,-0.0755,-0.3407
2022-02-23 04:00:00,-0.0789,-0.2863
2022-02-23 04:10:00,-0.0462,-0.2569
2022-02-23 04:20:00,-0.0524,-0.2116
2022-02-23 04:30:00,-0.0068,-0.1549
2022-02-23 04:40:00,0.0032,-0.0919
2022-02-23 04:50:00,-0.0296,-0.005
2022-02-23 05:00:00,-0.0239,0.0484
2022-02-23 05:10:00,-0.0489,0.1826
2022-02-23 05:20:00,-0.0475,0.3256
2022-02-23 05:30:00,-0.0187,0.4286
2022-02-23 05:40:00,0.046,0.5159
2022-02-23 05:50:00,0.1049,0.5715
2022-02-23 06:00:00,0.134,0.6769
2022-02-23 06:10:00,0.1515,0.8018
2022-02-23 06:20:00,0.1685,0.8749
2022-02-23 06:30:00,0.1477,0.9121
2022-02-23 06:40:00,0.1691,0.9033
2022-02-23 06:50:00,0.1769,0.8773
2022-02-23 07:00:00,0.1438,0.8976
2022-02-23 07:10:00,0.1204,0.9534
2022-02-23 07:20:00,0.1006,0.9899
2022-02-23 07:30:00,0.0938,1.0117
2022-02-23 07:40:00,0.069,0.9625
2022-02-23 07:50:00,0.0456,0.9329
2022-02-23 08:00:00,0.0297,0.8955
2022-02-23 08:10:00,-0.0093,0.887
2022-02-23 08:20:00,-0.0458,0.8738
2022-02-23 08:30:00,-0.0617,0.8397
2022-02-23 08:40:00,-0.0668,0.7952
2022-02-23 08:50:00,-0.0495,0.7864
2022-02-23 09:00:00,-0.0511,0.7493
2022-02-23 09:10:00,-0.0644,0.7362
2022-02-23 09:20:00,-0.0514,0.7001
2022-02-23 09:30:00,-0.018,0.6457
2022-02-23 09:40:00,-0.0335,0.581
2022-02-23 09:50:00,-0.0474,0.5208
2022-02-23 10:00:00,-0.0518,0.448
2022-02-23 10:10:00,-0.0749,0.4122
2022-02-23 10:20:00,-0.1027,0.3887
2022-02-23 10:30:00,-0.2077,0.3336
2022-02-23 10:40:00,-0.2756,0.2616
2022-02-23 10:50:00,-0.204,0.2005
2022-02-23 11:00:00,-0.1056,0.1121
2022-02-23 11:10:00,-0.139,-0.0616
2022-02-23 11:20:00,-0.1971,-0.1166
2022-02-23 11:30:00,-0.1959,-0.1814
2022-02-23 11:40:00,-0.1978,-0.2308
2022-02-23 11:50:00,-0.2029,-0.3586
2022-02-23 12:00:00,-0.2112,-0.3302
2022-02-23 12:10:00,-0.0594,-0.4339
2022-02-23 12:20:00,-0.097,-0.5444
2022-02-23 12:30:00,-0.1455,-0.5666
2022-02-23 12:40:00,-0.0939,-0.5997
2022-02-23 12:50:00,-0.1598,-0.6362
2022-02-23 13:00:00,-0.1818,-0.6136
2022-02-23 13:10:00,-0.2147,-0.6893
2022-02-23 13:20:00,-0.2632,-0.7193
2022-02-23 13:30:00,-0.3025,-0.7525
2022-02-23 13:40:00,-0.2835,-0.6879
2022-02-23 13:50:00,-0.2262,-0.6762
2022-02-23 14:00:00,-0.1787,-0.6716
2022-02-23 14:10:00,-0.2081,-0.6442
2022-02-23 14:20:00,-0.1639,-0.599
2022-02-23 14:30:00,-0.1589,-0.5505
2022-02-23 14:40:00,-0.1299,-0.4849
2022-02-23 14:50:00,-0.1122,-0.4306
2022-02-23 15:00:00,-0.0985,-0.398
2022-02-23 15:10:00,-0.1155,-0.3431
2022-02-23 15:20:00,-0.1129,-0.3154
2022-02-23 15:30:00,-0.1213,-0.3144
2022-02-23 15:40:00,-0.1304,-0.3601
2022-02-23 15:50:00,-0.1059,-0.3576
2022-02-23 16:00:00,-0.0635,-0.3299
2022-02-23 16:10:00,-0.0629,-0.2984
2022-02-23 16:20:00,-0.0663,-0.2638
2022-02-23 16:30:00,-0.0403,-0.2335
2022-02-23 16:40:00,-0.0231,-0.1805
2022-02-23 16:50:00,-0.0202,-0.1304
2022-02-23 17:00:00,0.0009,-0.028
2022-02-23 17:10:00,0.07,0.1189
2022-02-23 17:20:00,0.0542,0.1852
2022-02-23 17:30:00,0.0423,0.2586
2022-02-23 17:40:00,0.0595,0.3408
2022-02-23 17:50:00,0.0683,0.4215
2022-02-23 18:00:00,0.09,0.5436
2022-02-23 18:10:00,0.1134,0.6776
2022-02-23 18:20:00,0.0946,0.8437
2022-02-23 18:30:00,0.153,0.9346
2022-02-23 18:40:00,0.147,1.0073
2022-02-23 18:50:00,0.1516,1.0653
2022-02-23 19:00:00,0.1491,1.0747
2022-02-23 19:10:00,0.1951,1.0226
2022-02-23 19:20:00,0.1887,0.9443
2022-02-23 19:30:00,0.1247,0.8984
2022-02-23 19:40:00,0.1293,0.8259
2022-02-23 19:50:00,0.1313,0.8782
2022-02-23 20:00:00,0.099,0.8966
2022-02-23 20:10:00,0.0686,0.9124
2022-02-23 20:20:00,0.0692,0.8602
2022-02-23 20:30:00,0.0901,0.9186
2022-02-23 20:40:00,0.0699,0.9083
2022-02-23 20:50:00,0.071,0.8631
2022-02-23 21:00:00,0.0779,0.7942
2022-02-23 21:10:00,0.0843,0.7402
2022-02-23 21:20:00,0.081,0.7838
2022-02-23 21:30:00,0.0535,0.6949
2022-02-23 21:40:00,0.0602,0.7827
2022-02-23 21:50:00,0.0388,0.74
2022-02-23 22:00:00,0.0155,0.7378
2022-02-23 22:10:00,0.0359,0.663
2022-02-23 22:20:00,0.0795,0.629
2022-02-23 22:30:00,0.0806,0.5522
2022-02-23 22:40:00,0.083,0.4758
2022-02-23 22:50:00,0.0603,0.4086
2022-02-23 23:00:00,0.0328,0.3284
2022-02-23 23:10:00,0.0054,0.2379
2022-02-23 23:20:00,0.002,0.192
2022-02-23 23:30:00,-0.0363,0.1455
2022-02-23 23:40:00,-0.0618,0.111
2022-02-23 23:50:00,-0.0356,0.0406
2022-02-24 00:00:00,-0.066,0.0163
2022-02-24 00:10:00,-0.1168,-0.0061
2022-02-24 00:20:00,-0.1222,-0.0799
2022-02-24 00:30:00,-0.1334,-0.0937
2022-02-24 00:40:00,-0.1356,-0.0957
2022-02-24 00:50:00,-0.1523,-0.171
2022-02-24 01:00:00,-0.0931,-0.2831
2022-02-24 01:20:00,-0.0805,-0.3724
2022-02-24 01:30:00,-0.0822,-0.4231
2022-02-24 01:40:00,-0.0566,-0.4746
2022-02-24 01:50:00,-0.0939,-0.4972
2022-02-24 02:00:00,-0.2227,-0.5539
2022-02-24 02:10:00,-0.2613,-0.6039
2022-02-24 02:30:00,-0.2488,-0.5777
2022-02-24 02:40:00,-0.2488,-0.5777
2022-02-24 02:50:00,-0.2441,-0.5536
2022-02-24 03:00:00,-0.2093,-0.5259
2022-02-24 03:10:00,-0.2123,-0.4747
2022-02-24 03:20:00,-0.1761,-0.4336
2022-02-24 03:40:00,-0.1508,-0.443
2022-02-24 03:50:00,-0.1355,-0.387
2022-02-24 04:00:00,-0.119,-0.327
2022-02-24 04:10:00,-0.1022,-0.2969
2022-02-24 04:20:00,-0.0748,-0.2417
2022-02-24 04:30:00,-0.057,-0.2083
2022-02-24 04:50:00,-0.046,-0.1844
2022-02-24 05:00:00,0.0145,-0.1382
2022-02-24 05:10:00,0.0093,-0.0885
2022-02-24 05:20:00,-0.0003,-0.018
2022-02-24 05:30:00,-0.0184,0.0049
2022-02-24 05:40:00,0.0634,0.1404
2022-02-24 06:00:00,0.0384,0.1625
2022-02-24 06:10:00,0.022,0.1817
2022-02-24 06:20:00,0.0022,0.256
2022-02-24 06:30:00,-0.0163,0.3116
2022-02-24 06:40:00,0.0267,0.363
2022-02-24 06:50:00,0.0793,0.5008
2022-02-24 07:00:00,0.1156,0.6559
2022-02-24 07:20:00,0.1415,0.7711
2022-02-24 07:30:00,0.1611,0.7713
2022-02-24 07:40:00,0.1731,0.8434
2022-02-24 07:50:00,0.1364,0.924
2022-02-24 08:00:00,0.0829,1.0768
2022-02-24 08:10:00,0.1423,1.1422
2022-02-24 08:30:00,0.2232,1.2533
2022-02-24 08:40:00,0.1863,1.2926
2022-02-24 08:50:00,0.1577,1.2309
2022-02-24 09:00:00,0.2272,1.2139
2022-02-24 09:10:00,0.2295,1.2755
2022-02-24 09:20:00,0.297,1.2183
2022-02-24 09:40:00,0.267,1.1566
2022-02-24 09:50:00,0.2115,1.1192
2022-02-24 10:00:00,0.1731,1.0458
2022-02-24 10:10:00,0.1731,1.0458
2022-02-24 10:20:00,0.1527,0.9751
2022-02-24 10:30:00,0.0775,0.8515
2022-02-24 10:50:00,0.0979,0.9158
2022-02-24 11:00:00,0.0929,0.8278
2022-02-24 11:10:00,0.041,0.7339
2022-02-24 11:20:00,0.0301,0.6633
2022-02-24 11:30:00,0.0383,0.6258
2022-02-24 11:40:00,0.0252,0.5765
2022-02-24 12:00:00,0.027,0.6174
2022-02-24 12:10:00,0.036,0.5729
2022-02-24 12:20:00,0.0464,0.5521
2022-02-24 12:30:00,0.0467,0.5229
2022-02-24 12:40:00,0.0165,0.4737
2022-02-24 12:50:00,0.0344,0.4096
2022-02-24 13:00:00,0.0201,0.3845
2022-02-24 13:20:00,-0.0089,0.3409
2022-02-24 13:30:00,-0.0456,0.2611
2022-02-24 13:40:00,-0.0246,0.2558
2022-02-24 13:50:00,-0.1566,0.0273
2022-02-24 14:00:00,-0.1343,-0.4337
2022-02-24 14:10:00,-0.1158,-0.363
2022-02-24 14:30:00,-0.1262,-0.334
2022-02-24 14:40:00,-0.1128,-0.3133
2022-02-24 14:50:00,-0.1297,-0.2969
2022-02-24 15:00:00,-0.1514,-0.3354
2022-02-24 15:10:00,-0.115,-0.3284
2022-02-24 15:20:00,-0.1122,-0.305
2022-02-24 15:40:00,-0.0957,-0.2812
2022-02-24 15:50:00,-0.0951,-0.2793
2022-02-24 16:00:00,-0.0799,-0.2474
2022-02-24 16:10:00,-0.0726,-0.1437
2022-02-24 16:20:00,-0.0766,-0.0673
2022-02-24 16:30:00,0.0073,0.0218
2022-02-24 16:50:00,0.0665,0.1152
2022-02-24 17:00:00,0.0785,0.1541
2022-02-24 17:10:00,0.0393,0.2428
2022-02-24 17:20:00,0.034,0.3594
2022-02-24 17:30:00,0.0389,0.4363
2022-02-24 17:40:00,0.0978,0.5382
2022-02-24 18:00:00,0.1281,0.624
2022-02-24 18:10:00,0.1475,0.7384
2022-02-24 18:20:00,0.1964,0.7817
2022-02-24 18:30:00,0.1654,0.7848
2022-02-24 18:40:00,0.129,0.7966
2022-02-24 18:50:00,0.1085,0.8027
2022-02-24 19:00:00,0.1225,0.8502
2022-02-24 19:20:00,0.1093,0.8772
2022-02-24 19:30:00,0.1144,0.9592
2022-02-24 19:40:00,0.1302,0.9632
2022-02-24 19:50:00,0.126,0.9083
2022-02-24 20:00:00,0.0974,0.8967
2022-02-24 20:10:00,0.0526,0.8353
2022-02-24 20:30:00,0.0601,0.7636
2022-02-24 20:40:00,0.0481,0.7444
2022-02-24 20:50:00,0.0462,0.7556
2022-02-24 21:00:00,0.0159,0.7568
2022-02-24 21:10:00,0.043,0.7237
2022-02-24 21:20:00,0.044,0.6986
2022-02-24 21:40:00,0.0026,0.751
2022-02-24 21:50:00,0.0013,0.742
2022-02-24 22:00:00,-0.0294,0.7314
2022-02-24 22:10:00,-0.1056,0.6819
2022-02-24 22:20:00,-0.1068,0.6249
2022-02-24 22:30:00,-0.1065,0.5528
2022-02-24 22:50:00,-0.0979,0.473
2022-02-24 23:00:00,-0.0715,0.4271
2022-02-24 23:10:00,-0.0457,0.3208
2022-02-24 23:20:00,-0.0434,0.2594
2022-02-24 23:30:00,-0.0291,0.2372
2022-02-24 23:40:00,-0.056,0.1889
2022-02-25 00:00:00,-0.1277,0.1997
2022-02-25 00:10:00,-0.1865,0.2337
2022-02-25 00:20:00,-0.1129,0.0759
2022-02-25 00:30:00,-0.1415,0.0768
2022-02-25 00:40:00,-0.1213,-0.0256
2022-02-25 00:50:00,-0.139,-0.1221
2022-02-25 01:00:00,-0.1818,-0.1326
2022-02-25 01:10:00,-0.216,-0.1905
2022-02-25 01:20:00,-0.2551,-0.2843
2022-02-25 01:30:00,-0.2259,-0.3374
2022-02-25 01:40:00,-0.2535,-0.4286
2022-02-25 01:50:00,-0.3035,-0.5153
2022-02-25 02:00:00,-0.2574,-0.5596
2022-02-25 02:10:00,-0.2464,-0.5613
2022-02-25 02:20:00,-0.2899,-0.6051
2022-02-25 02:30:00,-0.3001,-0.5596
2022-02-25 02:40:00,-0.2278,-0.5637
2022-02-25 02:50:00,-0.1815,-0.5361
2022-02-25 03:00:00,-0.1491,-0.545
2022-02-25 03:10:00,-0.1541,-0.5269
2022-02-25 03:20:00,-0.1442,-0.5027
2022-02-25 03:30:00,-0.1264,-0.4786
2022-02-25 03:40:00,-0.1252,-0.4737
2022-02-25 03:50:00,-0.1364,-0.4633
2022-02-25 04:00:00,-0.1083,-0.4728
2022-02-25 04:10:00,-0.1327,-0.4132
2022-02-25 04:20:00,-0.1443,-0.3923
2022-02-25 04:30:00,-0.1375,-0.3905
2022-02-25 04:40:00,-0.1057,-0.3567
2022-02-25 04:50:00,-0.1192,-0.3461
2022-02-25 05:00:00,-0.1009,-0.2931
2022-02-25 05:10:00,-0.1065,-0.2438
2022-02-25 05:20:00,-0.0638,-0.2241
2022-02-25 05:30:00,-0.0647,-0.1808
2022-02-25 05:40:00,-0.0394,-0.1654
2022-02-25 05:50:00,-0.0111,-0.0508
2022-02-25 06:00:00,-0.0359,-0.0377
2022-02-25 06:10:00,-0.0138,-0.0365
2022-02-25 06:20:00,0.0154,0.0369
2022-02-25 06:30:00,-0.0031,-0.0074
2022-02-25 06:40:00,-0.0101,0.1567
2022-02-25 06:50:00,0.0266,0.2717
2022-02-25 07:00:00,0.0201,0.3594
2022-02-25 07:10:00,0.009,0.4319
2022-02-25 07:20:00,0.0093,0.4429
2022-02-25 07:30:00,0.0647,0.4665
2022-02-25 07:40:00,0.1519,0.5442
2022-02-25 07:50:00,0.1331,0.6107
2022-02-25 08:00:00,0.1378,0.6373
2022-02-25 08:10:00,0.1373,0.6517
2022-02-25 08:20:00,0.1176,0.6951
2022-02-25 08:30:00,0.1308,0.706
2022-02-25 08:40:00,0.0968,0.7256
2022-02-25 08:50:00,0.1098,0.7176
2022-02-25 09:00:00,0.0797,0.7337
2022-02-25 09:10:00,0.0786,0.7237
2022-02-25 09:20:00,0.0726,0.7143
2022-02-25 09:30:00,0.0578,0.7187
2022-02-25 09:40:00,0.032,0.7053
2022-02-25 09:50:00,0.0284,0.6784
2022-02-25 10:00:00,0.0677,0.6233
2022-02-25 10:10:00,0.0861,0.5978
2022-02-25 10:20:00,0.0149,0.5028
2022-02-25 10:30:00,-0.0634,0.5161
2022-02-25 10:40:00,-0.0694,0.5204
2022-02-25 10:50:00,-0.0723,0.5281
2022-02-25 11:00:00,-0.0858,0.5017
2022-02-25 11:10:00,-0.0652,0.4584
2022-02-25 11:20:00,-0.0724,0.4371
2022-02-25 11:30:00,-0.0687,0.465
2022-02-25 11:40:00,-0.1734,0.4228
2022-02-25 11:50:00,-0.2615,0.243
2022-02-25 12:10:00,-0.1916,0.2204
2022-02-25 12:20:00,-0.1802,0.1675
2022-02-25 12:30:00,-0.1346,0.1559
2022-02-25 12:40:00,-0.0552,0.165
2022-02-25 12:50:00,-0.0777,0.0807
2022-02-25 13:00:00,-0.0943,0.0182
2022-02-25 13:10:00,-0.0979,-0.0972
2022-02-25 13:20:00,-0.1087,-0.1371
2022-02-25 13:30:00,-0.1709,-0.1973
2022-02-25 13:40:00,-0.2167,-0.2475
2022-02-25 13:50:00,-0.2593,-0.4087
2022-02-25 14:00:00,-0.2565,-0.5079
2022-02-25 14:10:00,-0.3322,-0.54
2022-02-25 14:20:00,-0.3624,-0.5623
2022-02-25 14:30:00,-0.33,-0.6366
2022-02-25 14:40:00,-0.403,-0.6325
2022-02-25 14:50:00,-0.3938,-0.6064
2022-02-25 15:00:00,-0.3724,-0.6197
2022-02-25 15:10:00,-0.3181,-0.6112
2022-02-25 15:20:00,-0.3054,-0.602
2022-02-25 15:30:00,-0.2838,-0.5692
2022-02-25 15:40:00,-0.3078,-0.5645
